# pseudo_MSE2 hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=100
# chunk_size=128
# e2_win_divisor=4
# signedness: sgn=1 for every section in this file
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# do not apply a chunk scale before feeding these values to the pseudo_MSE2 block
# decision rule: choose_exp2 if floor(expected_e2_wins / e2_win_divisor) >= expected_e1_wins else choose_exp1
# expected_error rows: selected chunk error matching expected_decision, as fp32_hex fp32_dec
# expected_e1_wins/expected_e2_wins rows: per-value pseudo_diff winners; ties are not counted
# expected_e2_wins_shifted row: floor(expected_e2_wins / e2_win_divisor), used only for expected_decision
# expected_e2_wins_shift2 row: legacy floor(expected_e2_wins / 4) diagnostic
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE2 quantization
# q_exp*_exp_field and q_exp*_mant_field are the stored exponent and mantissa fields as integers
# q_exp*_mant_bits are the stored mantissa fields as zero-padded binary strings
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# chunk_diff_exp2_minus_exp1 is the signed sum of pseudo_diff values for debug; it does not drive expected_decision
# pseudo_diff_exp2_minus_exp1 is the bit-level pseudo err2-err1 signal for each value
# chunk max rows use max absolute value; *_value is the signed value at that index
# chunk max rows: chunk_max_abs_index value_index, chunk_max_abs_scaled_value scaled_fp32_hex scaled_fp32_dec, chunk_max_abs_scaled_abs scaled_abs_fp32_hex scaled_abs_fp32_dec
# value rows: value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 160
expected_e1_wins 160
expected_e2_wins 0
expected_e2_wins_shifted 0
expected_e2_wins_shift2 0
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
100 0xbacc0000 -0.00155639648 1000000 0 0 00000 1000000 0 0 0000 0xbacc0000 -0.00155639648 0xbacc0000 -0.00155639648 0x00000000 0
101 0x3ee80000 0.453125 0001110 0 14 01110 0011101 1 13 1101 0x3c800000 0.015625 0x00000000 0 0xbf800000 -1
102 0xbe860000 -0.26171875 1001000 0 8 01000 1010000 1 0 0000 0xbc400000 -0.01171875 0xbc400000 -0.01171875 0x80000000 -0
103 0x39980000 0.000289916992 0000000 0 0 00000 0000000 0 0 0000 0x39980000 0.000289916992 0x39980000 0.000289916992 0x00000000 0
104 0x3c000000 0.0078125 0000000 0 0 00000 0000000 0 0 0000 0x3c000000 0.0078125 0x3c000000 0.0078125 0x00000000 0
105 0x3bf00000 0.00732421875 0000000 0 0 00000 0000000 0 0 0000 0x3bf00000 0.00732421875 0x3bf00000 0.00732421875 0x00000000 0
106 0xbdd00000 -0.1015625 1000011 0 3 00011 1000110 0 6 0110 0xbc000000 -0.0078125 0xbc000000 -0.0078125 0x80000000 -0
107 0xbc2a0000 -0.0103759766 1000000 0 0 00000 1000000 0 0 0000 0xbc2a0000 -0.0103759766 0xbc2a0000 -0.0103759766 0x00000000 0
108 0xbe100000 -0.140625 1000100 0 4 00100 1001001 0 9 1001 0xbc800000 -0.015625 0x00000000 0 0xbf800000 -1
109 0x3d1c0000 0.0380859375 0000001 0 1 00001 0000010 0 2 0010 0x3be00000 0.0068359375 0x3be00000 0.0068359375 0x80000000 -0
110 0xbc460000 -0.0120849609 1000000 0 0 00000 1000000 0 0 0000 0xbc460000 -0.0120849609 0xbc460000 -0.0120849609 0x00000000 0
111 0x3b9c0000 0.00476074219 0000000 0 0 00000 0000000 0 0 0000 0x3b9c0000 0.00476074219 0x3b9c0000 0.00476074219 0x00000000 0
112 0xbba00000 -0.0048828125 1000000 0 0 00000 1000000 0 0 0000 0xbba00000 -0.0048828125 0xbba00000 -0.0048828125 0x00000000 0
113 0x3f600000 0.875 0011100 0 28 11100 0101100 2 12 1100 0x00000000 0 0x00000000 0 0x00000000 0
114 0x3c000000 0.0078125 0000000 0 0 00000 0000000 0 0 0000 0x3c000000 0.0078125 0x3c000000 0.0078125 0x00000000 0
115 0xbe480000 -0.1953125 1000110 0 6 00110 1001100 0 12 1100 0xbc000000 -0.0078125 0xbc000000 -0.0078125 0x80000000 -0
116 0x3f680000 0.90625 0011101 0 29 11101 0101101 2 13 1101 0x00000000 0 0x00000000 0 0x00000000 0
117 0x3c7c0000 0.0153808594 0000000 0 0 00000 0000000 0 0 0000 0x3c7c0000 0.0153808594 0x3c7c0000 0.0153808594 0x00000000 0
118 0xbcc60000 -0.0241699219 1000000 0 0 00000 1000001 0 1 0001 0xbcc60000 -0.0241699219 0xbc0c0000 -0.00854492188 0xc0000000 -2
119 0xbe480000 -0.1953125 1000110 0 6 00110 1001100 0 12 1100 0xbc000000 -0.0078125 0xbc000000 -0.0078125 0x80000000 -0
120 0xbd180000 -0.037109375 1000001 0 1 00001 1000010 0 2 0010 0xbbc00000 -0.005859375 0xbbc00000 -0.005859375 0x80000000 -0
121 0xbf420000 -0.7578125 1011000 0 24 11000 1101000 2 8 1000 0xbc000000 -0.0078125 0xbc000000 -0.0078125 0x00000000 0
122 0x39100000 0.000137329102 0000000 0 0 00000 0000000 0 0 0000 0x39100000 0.000137329102 0x39100000 0.000137329102 0x00000000 0
123 0x3f340000 0.703125 0010110 0 22 10110 0100110 2 6 0110 0x3c800000 0.015625 0x3c800000 0.015625 0x00000000 0
124 0xbe9c0000 -0.3046875 1001001 0 9 01001 1010011 1 3 0011 0xbcc00000 -0.0234375 0xbc000000 -0.0078125 0xc0000000 -2
125 0x3d600000 0.0546875 0000001 0 1 00001 0000011 0 3 0011 0x3cc00000 0.0234375 0x3c000000 0.0078125 0xc0000000 -2
126 0x3ac80000 0.00152587891 0000000 0 0 00000 0000000 0 0 0000 0x3ac80000 0.00152587891 0x3ac80000 0.00152587891 0x00000000 0
127 0xbaba0000 -0.00141906738 1000000 0 0 00000 1000000 0 0 0000 0xbaba0000 -0.00141906738 0xbaba0000 -0.00141906738 0x00000000 0
VALUES_END
END_CHUNK 77
BEGIN_CHUNK 78
err_exp1 0.0306403413
err_exp2 0.0243584085
chunk_diff_exp2_minus_exp1 -54
expected_e1_wins 10
expected_e2_wins 64
expected_e2_wins_shifted 16
expected_e2_wins_shift2 16
expected_decision exp2
expected_error 0x3cc78b49 0.0243584085
chunk_max_abs_index 83
chunk_max_abs_scaled_value 0x3fe15f6e 1.76072478
chunk_max_abs_scaled_abs 0x3fe15f6e 1.76072478
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
000 0x3e656e4c 0.224053562 0000111 0 7 00111 0001110 0 14 1110 0x3badc980 0.00530356169 0x3badc980 0.00530356169 0x80000000 -0
001 0xbb0165ce -0.00197445182 1000000 0 0 00000 1000000 0 0 0000 0xbb0165ce -0.00197445182 0xbb0165ce -0.00197445182 0x00000000 0
002 0x3f025e42 0.50925076 0010000 0 16 10000 0100000 2 0 0000 0x3c179080 0.00925076008 0x3c179080 0.00925076008 0x00000000 0
003 0x3aa059b9 0.00122337707 0000000 0 0 00000 0000000 0 0 0000 0x3aa059b9 0.00122337707 0x3aa059b9 0.00122337707 0x00000000 0
004 0xbba17124 -0.00492681749 1000000 0 0 00000 1000000 0 0 0000 0xbba17124 -0.00492681749 0xbba17124 -0.00492681749 0x00000000 0
005 0x3f38a688 0.721291065 0010111 0 23 10111 0100111 2 7 0111 0x3b268800 0.00254106522 0x3b268800 0.00254106522 0x00000000 0
006 0xbe5bb787 -0.214567289 1000110 0 6 00110 1001101 0 13 1101 0xbcddbc38 -0.0270672888 0xbc3b7870 -0.0114422888 0xc0000000 -2
007 0xbfaecb5c -1.36558104 1101011 1 11 01011 1110101 3 5 0101 0xbcb2d700 -0.0218310356 0xbd596b80 -0.0530810356 0x40000000 2
008 0xbb4148fe -0.00294929696 1000000 0 0 00000 1000000 0 0 0000 0xbb4148fe -0.00294929696 0xbb4148fe -0.00294929696 0x00000000 0
009 0x3e8ec6b0 0.278859615 0001000 0 8 01000 0010001 1 1 0001 0x3cec6b00 0.0288596153 0x3c58d600 0.0132346153 0xc0400000 -3
010 0xbaa56802 -0.00126194977 1000000 0 0 00000 1000000 0 0 0000 0xbaa56802 -0.00126194977 0xbaa56802 -0.00126194977 0x00000000 0
011 0x3d721c92 0.059109278 0000001 0 1 00001 0000011 0 3 0011 0x3ce43924 0.027859278 0x3c487248 0.012234278 0xc0400000 -3
012 0xbf72f0b4 -0.948985338 1011110 0 30 11110 1101110 2 14 1110 0xbc3c2d00 -0.0114853382 0xbc3c2d00 -0.0114853382 0x00000000 0
013 0x3e2fd72a 0.171719223 0000101 0 5 00101 0001010 0 10 1010 0x3c7d72a0 0.0154692233 0x3c7d72a0 0.0154692233 0x80000000 -0
014 0xbcd9186a -0.0265008993 1000000 0 0 00000 1000001 0 1 0001 0xbcd9186a -0.0265008993 0xbc3230d4 -0.0108758993 0xc0000000 -2
015 0x3b74e6ca 0.00373690063 0000000 0 0 00000 0000000 0 0 0000 0x3b74e6ca 0.00373690063 0x3b74e6ca 0.00373690063 0x00000000 0
016 0x3c6f3ada 0.0146014336 0000000 0 0 00000 0000000 0 0 0000 0x3c6f3ada 0.0146014336 0x3c6f3ada 0.0146014336 0x00000000 0
017 0x3abeae07 0.00145477138 0000000 0 0 00000 0000000 0 0 0000 0x3abeae07 0.00145477138 0x3abeae07 0.00145477138 0x00000000 0
018 0xbd96ae88 -0.0735750794 1000010 0 2 00010 1000100 0 4 0100 0xbc357440 -0.0110750794 0xbc357440 -0.0110750794 0x80000000 -0
019 0x3cace919 0.0211072434 0000000 0 0 00000 0000001 0 1 0001 0x3cace919 0.0211072434 0x3bb3a464 0.00548224337 0xc0000000 -2
020 0xbc62857e -0.0138257723 1000000 0 0 00000 1000000 0 0 0000 0xbc62857e -0.0138257723 0xbc62857e -0.0138257723 0x00000000 0
021 0xbf22c016 -0.635743499 1010100 0 20 10100 1100100 2 4 0100 0xbc300580 -0.0107434988 0xbc300580 -0.0107434988 0x00000000 0
022 0xbc60b55f -0.0137151172 1000000 0 0 00000 1000000 0 0 0000 0xbc60b55f -0.0137151172 0xbc60b55f -0.0137151172 0x00000000 0
023 0xbc11e13c -0.00890379772 1000000 0 0 00000 1000000 0 0 0000 0xbc11e13c -0.00890379772 0xbc11e13c -0.00890379772 0x00000000 0
024 0x3fdbface 1.71859145 0110110 1 22 10110 0111011 3 11 1011 0x3cfeb380 0.0310914516 0x3cfeb380 0.0310914516 0x00000000 0
025 0xbbe8125d -0.0070822672 1000000 0 0 00000 1000000 0 0 0000 0xbbe8125d -0.0070822672 0xbbe8125d -0.0070822672 0x00000000 0
026 0x3d34b36a 0.0441164151 0000001 0 1 00001 0000010 0 2 0010 0x3c52cda8 0.0128664151 0x3c52cda8 0.0128664151 0x80000000 -0
027 0xbd7f6d4a -0.0623600855 1000001 0 1 00001 1000011 0 3 0011 0xbcfeda94 -0.0311100855 0xbc7db528 -0.0154850855 0xc0400000 -3
028 0xbbe6f654 -0.00704840757 1000000 0 0 00000 1000000 0 0 0000 0xbbe6f654 -0.00704840757 0xbbe6f654 -0.00704840757 0x00000000 0
029 0x3ac16568 0.00147549529 0000000 0 0 00000 0000000 0 0 0000 0x3ac16568 0.00147549529 0x3ac16568 0.00147549529 0x00000000 0
030 0x3eb1ffe2 0.347655356 0001011 0 11 01011 0010110 1 6 0110 0x3b7ff100 0.00390535593 0x3b7ff100 0.00390535593 0x80000000 -0
031 0x3b44d128 0.00300318934 0000000 0 0 00000 0000000 0 0 0000 0x3b44d128 0.00300318934 0x3b44d128 0.00300318934 0x00000000 0
032 0xbe1c32c8 -0.152537465 1000100 0 4 00100 1001001 0 9 1001 0xbce19640 -0.0275374651 0xbc432c80 -0.0119124651 0xc0400000 -3
033 0xbd36af62 -0.0446008518 1000001 0 1 00001 1000010 0 2 0010 0xbc5abd88 -0.0133508518 0xbc5abd88 -0.0133508518 0x80000000 -0
034 0xbc84dc7a -0.0162184127 1000000 0 0 00000 1000001 0 1 0001 0xbc84dc7a -0.0162184127 0xba1b8f40 -0.000593412668 0xbf800000 -1
035 0xbad583c3 -0.00162898784 1000000 0 0 00000 1000000 0 0 0000 0xbad583c3 -0.00162898784 0xbad583c3 -0.00162898784 0x00000000 0
036 0xbf4781ac -0.779322386 1011000 0 24 11000 1101000 2 8 1000 0xbcf03580 -0.0293223858 0xbcf03580 -0.0293223858 0x00000000 0
037 0x3b0e0bb2 0.00216744514 0000000 0 0 00000 0000000 0 0 0000 0x3b0e0bb2 0.00216744514 0x3b0e0bb2 0.00216744514 0x00000000 0
038 0xbe319114 -0.173404992 1000101 0 5 00101 1001011 0 11 1011 0xbc8c88a0 -0.0171549916 0xbac88a00 -0.00152999163 0xbf800000 -1
039 0xbfd66f54 -1.67527246 1110101 1 21 10101 1111010 3 10 1010 0xbc9bd500 -0.0190224648 0xbd4dea80 -0.0502724648 0x40000000 2
040 0xbf978815 -1.18384039 1100101 1 5 00101 1110010 3 2 0010 0xbce20540 -0.027590394 0xbd7102a0 -0.058840394 0x40400000 3
041 0x3ed9d5a4 0.425458074 0001101 0 13 01101 0011011 1 11 1011 0x3c9d5a40 0.0192080736 0x3b6ad200 0.00358307362 0xbf800000 -1
042 0x3c919f69 0.017776208 0000000 0 0 00000 0000001 0 1 0001 0x3c919f69 0.017776208 0x3b0cfb48 0.002151208 0xbf800000 -1
043 0x3cc36859 0.0238534678 0000000 0 0 00000 0000001 0 1 0001 0x3cc36859 0.0238534678 0x3c06d0b2 0.00822846778 0xc0000000 -2
044 0x3cb772e4 0.0223936513 0000000 0 0 00000 0000001 0 1 0001 0x3cb772e4 0.0223936513 0x3bddcb90 0.00676865131 0xc0000000 -2
045 0x3a90dd0b 0.00110522041 0000000 0 0 00000 0000000 0 0 0000 0x3a90dd0b 0.00110522041 0x3a90dd0b 0.00110522041 0x00000000 0
046 0xbcb5c12f -0.0221868437 1000000 0 0 00000 1000001 0 1 0001 0xbcb5c12f -0.0221868437 0xbbd704bc -0.00656184368 0xc0000000 -2
047 0x3b219150 0.00246532634 0000000 0 0 00000 0000000 0 0 0000 0x3b219150 0.00246532634 0x3b219150 0.00246532634 0x00000000 0
048 0x3e34767a 0.176233202 0000101 0 5 00101 0001011 0 11 1011 0x3ca3b3d0 0.0199832022 0x3b8ecf40 0.00435820222 0xc0000000 -2
049 0xbbc749cf -0.00608179672 1000000 0 0 00000 1000000 0 0 0000 0xbbc749cf -0.00608179672 0xbbc749cf -0.00608179672 0x00000000 0
050 0x3d35e008 0.044403106 0000001 0 1 00001 0000010 0 2 0010 0x3c578020 0.013153106 0x3c578020 0.013153106 0x80000000 -0
051 0xbeb8ba38 -0.360795736 1001011 0 11 01011 1010111 1 7 0111 0xbc8ba380 -0.0170457363 0xbaba3800 -0.00142073631 0xbf800000 -1
052 0x3df32b33 0.11873474 0000011 0 3 00011 0000111 0 7 0111 0x3cccaccc 0.0249847397 0x3c195998 0.00935973972 0xc0000000 -2
053 0xbb71659c -0.00368342455 1000000 0 0 00000 1000000 0 0 0000 0xbb71659c -0.00368342455 0xbb71659c -0.00368342455 0x00000000 0
054 0x3d9eef2a 0.0776046067 0000010 0 2 00010 0000100 0 4 0100 0x3c777950 0.0151046067 0x3c777950 0.0151046067 0x80000000 -0
055 0x3bc87511 0.00611747103 0000000 0 0 00000 0000000 0 0 0000 0x3bc87511 0.00611747103 0x3bc87511 0.00611747103 0x00000000 0
056 0x3bd80a0e 0.00659299549 0000000 0 0 00000 0000000 0 0 0000 0x3bd80a0e 0.00659299549 0x3bd80a0e 0.00659299549 0x00000000 0
057 0xbdc44a60 -0.0958449841 1000011 0 3 00011 1000110 0 6 0110 0xbb094c00 -0.00209498405 0xbb094c00 -0.00209498405 0x80000000 -0
058 0xbf4504da -0.769605279 1011000 0 24 11000 1101000 2 8 1000 0xbca09b40 -0.019605279 0xbca09b40 -0.019605279 0x00000000 0
059 0x3ba76c59 0.00510935159 0000000 0 0 00000 0000000 0 0 0000 0x3ba76c59 0.00510935159 0x3ba76c59 0.00510935159 0x00000000 0
060 0xbd4bb134 -0.0497295409 1000001 0 1 00001 1000011 0 3 0011 0xbc976268 -0.0184795409 0xbb3b1340 -0.00285454094 0xbf800000 -1
061 0xbe9add52 -0.30246979 1001001 0 9 01001 1010011 1 3 0011 0xbcadd520 -0.02121979 0xbbb75480 -0.00559478998 0xc0000000 -2
062 0xbab25eec -0.00136086112 1000000 0 0 00000 1000000 0 0 0000 0xbab25eec -0.00136086112 0xbab25eec -0.00136086112 0x00000000 0
063 0xbfa3ed3c -1.28067732 1101000 1 8 01000 1110100 3 4 0100 0xbcfb4f00 -0.0306773186 0xbcfb4f00 -0.0306773186 0x00000000 0
064 0x3cd5e642 0.026110772 0000000 0 0 00000 0000001 0 1 0001 0x3cd5e642 0.026110772 0x3c2bcc84 0.010485772 0xc0000000 -2
065 0x3ad65590 0.00163524039 0000000 0 0 00000 0000000 0 0 0000 0x3ad65590 0.00163524039 0x3ad65590 0.00163524039 0x00000000 0
066 0xbf89289c -1.0715518 1100010 1 2 00010 1110001 3 1 0001 0xbc144e00 -0.00905179977 0xbc144e00 -0.00905179977 0x00000000 0
067 0xbd0d8770 -0.0345529914 1000001 0 1 00001 1000010 0 2 0010 0xbb587700 -0.00330299139 0xbb587700 -0.00330299139 0x80000000 -0
068 0xbdc1340c -0.0943375528 1000011 0 3 00011 1000110 0 6 0110 0xba1a0600 -0.000587552786 0xba1a0600 -0.000587552786 0x80000000 -0
069 0x3b533cb9 0.00322322384 0000000 0 0 00000 0000000 0 0 0000 0x3b533cb9 0.00322322384 0x3b533cb9 0.00322322384 0x00000000 0
070 0x3f02b106 0.510513663 0010000 0 16 10000 0100000 2 0 0000 0x3c2c4180 0.0105136633 0x3c2c4180 0.0105136633 0x00000000 0
071 0x3d44fe9f 0.0480943881 0000001 0 1 00001 0000011 0 3 0011 0x3c89fd3e 0.0168443881 0x3a9fd3e0 0.0012193881 0xbf800000 -1
072 0xbe99bc72 -0.300265849 1001001 0 9 01001 1010011 1 3 0011 0xbc9bc720 -0.0190158486 0xbb5e3900 -0.00339084864 0xbf800000 -1
073 0x3f88c632 1.06854844 0100010 1 2 00010 0110001 3 1 0001 0x3bc63200 0.00604844093 0x3bc63200 0.00604844093 0x00000000 0
074 0xbcf822e0 -0.0302900672 1000000 0 0 00000 1000001 0 1 0001 0xbcf822e0 -0.0302900672 0xbc7045c0 -0.0146650672 0xc0400000 -3
075 0x3c16f4bc 0.00921362266 0000000 0 0 00000 0000000 0 0 0000 0x3c16f4bc 0.00921362266 0x3c16f4bc 0.00921362266 0x00000000 0
076 0xbc2179bc -0.00985568389 1000000 0 0 00000 1000000 0 0 0000 0xbc2179bc -0.00985568389 0xbc2179bc -0.00985568389 0x00000000 0
077 0x3c7ddbc2 0.0154942889 0000000 0 0 00000 0000000 0 0 0000 0x3c7ddbc2 0.0154942889 0x3c7ddbc2 0.0154942889 0x00000000 0
078 0xbf99b665 -1.20087874 1100110 1 6 00110 1110011 3 3 0011 0xbc5b3280 -0.0133787394 0xbc5b3280 -0.0133787394 0x00000000 0
079 0xbb25e685 -0.00253144023 1000000 0 0 00000 1000000 0 0 0000 0xbb25e685 -0.00253144023 0xbb25e685 -0.00253144023 0x00000000 0
080 0xbb9953ec -0.00467919372 1000000 0 0 00000 1000000 0 0 0000 0xbb9953ec -0.00467919372 0xbb9953ec -0.00467919372 0x00000000 0
081 0x3e9e68e6 0.309394062 0001001 0 9 01001 0010011 1 3 0011 0x3ce68e60 0.0281440616 0x3c4d1cc0 0.0125190616 0xc0400000 -3
082 0xbdc784b6 -0.0974210948 1000011 0 3 00011 1000110 0 6 0110 0xbb7096c0 -0.00367109478 0xbb7096c0 -0.00367109478 0x80000000 -0
083 0x3fe15f6e 1.76072478 0111000 1 24 11000 0111100 3 12 1100 0x3c2fb700 0.0107247829 0x3c2fb700 0.0107247829 0x00000000 0
084 0xbbd4e434 -0.00649693049 1000000 0 0 00000 1000000 0 0 0000 0xbbd4e434 -0.00649693049 0xbbd4e434 -0.00649693049 0x00000000 0
085 0xbcad8637 -0.0211821627 1000000 0 0 00000 1000001 0 1 0001 0xbcad8637 -0.0211821627 0xbbb618dc -0.00555716269 0xc0000000 -2
086 0x3c50f0d6 0.0127527323 0000000 0 0 00000 0000000 0 0 0000 0x3c50f0d6 0.0127527323 0x3c50f0d6 0.0127527323 0x00000000 0
087 0xbb90eff1 -0.00442313449 1000000 0 0 00000 1000000 0 0 0000 0xbb90eff1 -0.00442313449 0xbb90eff1 -0.00442313449 0x00000000 0
088 0xbf7028ea -0.938124299 1011110 0 30 11110 1101110 2 14 1110 0xba23a800 -0.000624299049 0xba23a800 -0.000624299049 0x00000000 0
089 0x3c1241fb 0.00892686378 0000000 0 0 00000 0000000 0 0 0000 0x3c1241fb 0.00892686378 0x3c1241fb 0.00892686378 0x00000000 0
090 0xbfdd6322 -1.72958779 1110111 1 23 10111 1111011 3 11 1011 0xbc319100 -0.0108377934 0xbd2c6440 -0.0420877934 0x40000000 2
091 0xbc0ea1b2 -0.00870554335 1000000 0 0 00000 1000000 0 0 0000 0xbc0ea1b2 -0.00870554335 0xbc0ea1b2 -0.00870554335 0x00000000 0
092 0x3f24cd80 0.643760681 0010100 0 20 10100 0100100 2 4 0100 0x3c99b000 0.0187606812 0x3c99b000 0.0187606812 0x00000000 0
093 0xbe05c554 -0.13063556 1000100 0 4 00100 1001000 0 8 1000 0xbbb8aa80 -0.00563555956 0xbbb8aa80 -0.00563555956 0x80000000 -0
094 0x3ec98592 0.393597186 0001100 0 12 01100 0011001 1 9 1001 0x3c985920 0.0185971856 0x3b42c900 0.00297218561 0xbf800000 -1
095 0x3ddfd1ba 0.10928674 0000011 0 3 00011 0000110 0 6 0110 0x3c7e8dd0 0.0155367404 0x3c7e8dd0 0.0155367404 0x80000000 -0
096 0xbe13a518 -0.14418447 1000100 0 4 00100 1001001 0 9 1001 0xbc9d28c0 -0.0191844702 0xbb694600 -0.00355947018 0xbf800000 -1
097 0xbdd7827c -0.105229348 1000011 0 3 00011 1000110 0 6 0110 0xbc3c13e0 -0.0114793479 0xbc3c13e0 -0.0114793479 0x80000000 -0
098 0xbab10ef0 -0.001350848 1000000 0 0 00000 1000000 0 0 0000 0xbab10ef0 -0.001350848 0xbab10ef0 -0.001350848 0x00000000 0
099 0x3e4d38a5 0.200411394 0000110 0 6 00110 0001100 0 12 1100 0x3c538a50 0.0129113942 0x3c538a50 0.0129113942 0x80000000 -0
100 0xbb9443d2 -0.00452468637 1000000 0 0 00000 1000000 0 0 0000 0xbb9443d2 -0.00452468637 0xbb9443d2 -0.00452468637 0x00000000 0
101 0x3e109125 0.141178682 0000100 0 4 00100 0001001 0 9 1001 0x3c848928 0.0161786824 0x3a112500 0.000553682446 0xbf800000 -1
102 0x3d36b064 0.044601813 0000001 0 1 00001 0000010 0 2 0010 0x3c5ac190 0.013351813 0x3c5ac190 0.013351813 0x80000000 -0
103 0xbed988e2 -0.424872458 1001101 0 13 01101 1011011 1 11 1011 0xbc988e20 -0.018622458 0xbb447100 -0.00299745798 0xbf800000 -1
104 0x3f019efc 0.506332159 0010000 0 16 10000 0100000 2 0 0000 0x3bcf7e00 0.00633215904 0x3bcf7e00 0.00633215904 0x00000000 0
105 0x3a961710 0.0011450965 0000000 0 0 00000 0000000 0 0 0000 0x3a961710 0.0011450965 0x3a961710 0.0011450965 0x00000000 0
106 0x3c8f719c 0.0175102279 0000000 0 0 00000 0000001 0 1 0001 0x3c8f719c 0.0175102279 0x3af719c0 0.00188522786 0xbf800000 -1
107 0x3f351037 0.707278669 0010110 0 22 10110 0100110 2 6 0110 0x3ca206e0 0.0197786689 0x3ca206e0 0.0197786689 0x00000000 0
108 0x3a920fd2 0.00111436308 0000000 0 0 00000 0000000 0 0 0000 0x3a920fd2 0.00111436308 0x3a920fd2 0.00111436308 0x00000000 0
109 0xbb1d85b0 -0.00240359828 1000000 0 0 00000 1000000 0 0 0000 0xbb1d85b0 -0.00240359828 0xbb1d85b0 -0.00240359828 0x00000000 0
110 0xbda2979e -0.0793907493 1000010 0 2 00010 1000101 0 5 0101 0xbc8a5e78 -0.0168907493 0xbaa5e780 -0.00126574934 0xbf800000 -1
111 0xbe9491c6 -0.290174663 1001001 0 9 01001 1010010 1 2 0010 0xbc1238c0 -0.00892466307 0xbc1238c0 -0.00892466307 0x80000000 -0
112 0xbd1a6b76 -0.037700139 1000001 0 1 00001 1000010 0 2 0010 0xbbd35bb0 -0.00645013899 0xbbd35bb0 -0.00645013899 0x80000000 -0
113 0xbfa40b10 -1.2815876 1101001 1 9 01001 1110100 3 4 0100 0xb9b10000 -0.000337600708 0xbd016200 -0.0315876007 0x3f800000 1
114 0x3d2eba68 0.0426582396 0000001 0 1 00001 0000010 0 2 0010 0x3c3ae9a0 0.0114082396 0x3c3ae9a0 0.0114082396 0x80000000 -0
115 0xbe73b742 -0.238003761 1000111 0 7 00111 1001111 0 15 1111 0xbc9dba10 -0.0192537606 0xbb6dd080 -0.00362876058 0xbf800000 -1
116 0xbc3d5734 -0.0115564354 1000000 0 0 00000 1000000 0 0 0000 0xbc3d5734 -0.0115564354 0xbc3d5734 -0.0115564354 0x00000000 0
117 0xbdf65c10 -0.120292783 1000011 0 3 00011 1000111 0 7 0111 0xbcd97040 -0.0265427828 0xbc32e080 -0.0109177828 0xc0000000 -2
118 0x3dc5e115 0.0966207162 0000011 0 3 00011 0000110 0 6 0110 0x3b3c22a0 0.00287071615 0x3b3c22a0 0.00287071615 0x80000000 -0
119 0x3dddf3b8 0.108375013 0000011 0 3 00011 0000110 0 6 0110 0x3c6f9dc0 0.0146250129 0x3c6f9dc0 0.0146250129 0x80000000 -0
120 0x3b56d035 0.00327779097 0000000 0 0 00000 0000000 0 0 0000 0x3b56d035 0.00327779097 0x3b56d035 0.00327779097 0x00000000 0
121 0x3d3c4684 0.0459656864 0000001 0 1 00001 0000010 0 2 0010 0x3c711a10 0.0147156864 0x3c711a10 0.0147156864 0x80000000 -0
